item_price,restaurant_id,ID,item_name
26.60,21,146,"Mayacamas 1991, Napa"
22.80,21,147,The Classic Club sandwich
28.50,22,148,ORANGE BEEF
16.00,22,149,"Onion Strings. Thinly sliced, battered and fried"
21.50,22,150,"Chianti, Castello di Farnetella"
30.20,22,151,"Specialty Sandwiches: #9  Honey Glazed Ham:  Mozzarella, Caramelized Onions & Honey Mustard on Eight Grain Ciabatta ... 6.25"
26.30,22,152,"Tuna Burger. Freshly ground Tuna, Chili Paste, Crumbs and Spices"
24.90,22,153,"Arugula Salad chopped tomato, fennel, shaved parmigiano"
26.80,22,154,Sanka
31.30,23,155,No Fat Sliced Yogurt Loaf Cake (Assorted) ...1.75
34.50,23,156,Jalapeno Smoked Salmon
19.80,23,157,"Chardonnay, Iron Horse 95"
18.70,23,158,"Mango Carnitas Enchiladas, vegetarian"
22.50,23,159,Joes Grilled Chicken
32.60,24,160,Cote de Boeuf with haricot verts and Balthazar onion rings
30.10,24,161,"Albarino, Morgadio, 1999. (Spain)"
30.00,24,162,SALADE NICOISE WITH FRESH TUNA AND PEELED JERSEY TOMATOES
32.20,24,163,"Asian Chicken Salad:  Poached Chicken, Water Cress, Red Onion, Scallions & Snow Peas over a Crisp Garden Salad ... 5.95"
24.20,25,164,Chicken w. Chinese Vegetable
24.50,25,165,Pineapple Duck
26.00,25,166,Chicken w. Bean Curd
25.10,25,167,Petit Fours
22.40,26,168,"Domaine Chandon, Reserve"
13.80,26,169,"Crabmeat Hand Roll - fresh crab meat, cucumber, scallion, avacado"
13.60,26,170,Grillatti Di Verdura ASSORTED GRILLED VEGETABLES
16.60,26,171,Chicken w. Cashew Nuts
18.20,26,172,Smoked Chatham Cod Croquettes - with American paddlefish caviar
24.40,26,173,Fried Fish (2) w. Shrimp Fried Rice
31.90,27,174,Thai Red Curry with marinated Tofu 
19.60,27,175,Shrimp Cocktail
27.80,27,176,Cinnamon Sticky Buns ...2.25
34.90,27,177,Pear Pie. Naturally Sweetened Pear with Blueberry Topping
18.40,27,178,Grilled Tenderloin Salad
31.40,27,179,"Specialty Sandwiches: #6  Chicken Caesar:  Crisp Romaine, Plum Tomato & Caesar Dressing on Semolina Bread ... 6.25"
32.60,27,180,Joes Buffalo Tenderloins
27.80,28,181,"Bandol Blanc, Pibarnon, 1998 (Provence)"
26.10,28,182,Chocolate Raspberry Cake
23.80,28,183,Smoked Haddock Chowder with Homemade Crackers
30.00,28,184,"Sauvignon Blanc, Duckhorn Vineyards 1996 (Napa)"
21.30,29,185,Grappa di Moscato Chiarlo
22.50,29,186,grilled baby squid with marinated cucumber and spicy miso sauce
28.20,29,187,"Orange Fruit Spritzer - Orange juice, club soda & a twist of lime"
18.90,29,188,"Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997"
22.40,29,189,Vegetable  Small - three selections
19.50,29,190,Joes Grilled Chicken
21.50,29,191,Roast Beef  Sandwich
27.20,29,192,Beef Mai Fun
22.80,30,193,"Merlot, Duckhorn, 1997. (Napa Valley)"
23.00,30,194,Black & White Bean Soup with Spicy Shrimp Quesadilla
20.50,30,195,Gouden Carolus
19.90,30,196,"Jarvis 1994, Napa"
22.60,30,197,"Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth"
18.10,31,198,"Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany)"
9.80,31,199,Subgum Chicken Chow Mein
16.20,31,200,Scrod
14.40,31,201,"Specialty Sandwiches: #14  Roasted Chicken : Grilled Yellow & Green Squash, Porcini Mushrooms, Roasted Eggplant with a Yogurt Dill Dressing on Sour Dough ... 6.25"
19.40,31,202,"Sautéed Skate with haricots verts, shallots, chives and a hazelnut brown butter"
13.80,32,203,Côte de Boeuf with haricot verts and Balthazar onion rings
20.10,32,204,Rib Tips w. Garlic Sauce w. Shrimp Fried Rice
18.10,32,205,"Hot Sandwiches #22  Smoked Breast of Turkey, Plum Tomato, Bacon, Vermont Cheddar & Classic Russian Dressing served on a Semolina Hero ... 5.95"
20.60,32,206,OMaras Irish Country Cream with coffee
15.30,32,207,Wild Mushroom Soup - with toasted chorizo ravioli
17.80,32,208,Steamed Plain Broccoli
21.10,32,209,Champagne Fraises des Bois aperitif
22.40,32,210,"WHITE ZINFANDEL, River Oaks"
18.80,32,211,"Specialty Sandwiches: #14  Roasted Chicken : Grilled Yellow & Green Squash, Porcini Mushrooms, Roasted Eggplant with a Yogurt Dill Dressing on Sour Dough ... 6.25"
31.60,33,212,Pineapple Duck
31.40,33,213,Half-Sandwich (Curried Chicken Salad) and Soup of the Day
19.40,33,214,Pollo Fiorentina BREAST OF CHICKEN WITH SPINACH & MOZZARELLA CHEESE
28.60,33,215,Lanson Black Label
20.60,33,216,"MINI VEGI-LOAF Tofu, Chestnut and Cilantro Croquettes, Served over Spaghetti in a Tomato Sauce (Taro Spring Roll, Pickled Cabbage)"
28.90,33,217,"Dalla Valle 1994, Napa"
32.70,33,218,Beefeater Gin
18.10,33,219,"Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy)"
32.30,33,220,Cinzano Bianco Vermouth - on the rocks with a slice of lemon
28.50,34,221,Mixed Grill Balthazar
26.70,34,222,"Buffalo Chicken Wings, w.Chicken Fried Rice"
32.70,34,223,"Brundlmayer: Austria, Pinot Noir, Pinot Blanc"
34.40,34,224,"Veuve Cliquot, La Grande Dame, 1989"
31.80,34,225,Tomato Juice
33.30,34,226,"Breganze de Breganze, Maculan"
34.80,34,227,Chicken w. Broccoli
18.70,35,228,"RIGATONI eggplant, portobellini mushrooms, tomato & ricotta sarda"
11.60,35,229,Virgin Mary
17.30,35,230,Minestrone FELLINIS VEGETABLES SOUP
17.20,35,231,Selection of cheeses of the day
15.80,35,232,Apples
26.70,36,233,China Black Iced Tea
32.50,36,234,"Duckhorn 1995, Napa"
29.10,36,235,Balthazar Bar Steak with pommes frites and  butter or bearnaise  sauce
24.40,36,236,Terrine de canard
23.70,36,237,"Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts"
21.40,36,238,Chicken Quesadilla  8.50
13.60,37,239,NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing
10.30,37,240,Joes Original Burger
11.00,37,241,"Bagels, Challa Roll, Bialy or Sweet Onion Roll ... .75/ With Butter ... ..75/Cream Cheese, Veggie or Scallion...1.50/Salmon or Fat Free Cream Cheese...1.95"
11.30,37,242,The Great Dessert Plate
22.70,38,243,Capellini Frutti Di Mare ANGEL HAIR WITH SEAFOOD & TOMATO SAUCE
31.00,38,244,"Albarino, Morgadio, 1999. (Spain)"
20.00,38,245,"Half-Sandwich (choice of Tuna Salad, Curried Chicken Salad or Sliced turkey) with Lobster Bisque"
18.60,38,246,Onion Soup Gratin
19.90,39,247,"Seafood Linguini - lobster, salmon, shrimp, clams, snapper, mahi mahi"
19.50,39,248,Bluefish. Also available baked with Mustard Sauce
27.50,39,249,"Shrimp & Chicken, Hunan Style Jumbo shrimp & chicken sauteed w. baby corn, straw mushrooms, red pepper & garden vegetable in Hunan style."
30.30,39,250,"Veuve Clicquot, Yellow Label, Brut NV"
20.50,39,251,FRIED ARTICHOKES
20.00,39,252,GNOCCHI CON FEGATINI DI POLLO chicken livers
22.70,39,253,Spaghetti Carbonara with pancetta and Parmesan
28.80,40,254,"Zinfandel, Joel Gott, 1999.  (California)"
27.00,40,255,"CLOS DES MOUCHES, CHANSON 92"
30.10,40,256,Rice Pudding ... 2.50
29.60,40,257,Strawberry Italian Soda
18.80,40,258,"Chardonnay, Estancia Estates 1996 (Monterey)"
30.00,41,259,Barolo Rocche dei Manzoni 1993 DOCG (Piedmont)
21.00,41,260,"Beringer 1996, Napa"
19.10,41,261,Smoked Salmon. Thinly sliced...Pumpernickle Toast
31.80,41,262,Beef w. Pepper & Tomatoes
29.70,41,263,"Syrah, Lewis Cellars, 1997. (Napa Valley)"
30.00,41,264,NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing
27.50,41,265,Orange and endive salad
19.70,42,266,Smoked Trout Fillet
17.20,42,267,654 Kracher #1 Beerenauslese Cuvee 2002
19.20,42,268,Insalata Di la Casa WITH GRILLED CHICKEN
19.80,42,269,FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI
25.60,42,270,CLAY POT ROASTED BABY CHICKEN summer vegetables
21.60,42,271,Chicken Mulligatawny
28.40,43,272,Atlantic Oysters
16.60,43,273,Reeses Brownie
18.00,43,274,Bife Di Churrasco SHELL CHURRASCO [grilled rump]
19.40,43,275,Apple Tart
17.70,43,276,"Parfaits - No-fat Vanilla Yogurt, Low-fat Granola & Fresh Fruit ...2.75/3.75"
27.74,43,277,"CABERNET SAUVIGNON, Rutherford, Beaulieu"
22.50,43,278,"Frogs Leap, 1995, Napa"
17.80,44,279,Asparagus salad with aromatic herbs and egg dressing
12.30,44,280,"Zinfandel, Rabbit Ridge"
13.50,44,281,"Tuna Salad on Choice of White, Rye, Wheat Bread or a Roll"
16.70,44,282,Sliced Grilled Chicken over Caesar Salad
29.45,45,283,Dom Perignon
30.40,45,284,Duck Shepherds Pie
33.20,45,285,Beef w. Eggplant
30.66,45,286,Christers Champagne Cocktail with Black Currant Sorbet
23.20,45,287,"Bricco Manzoni 1993, Manzoni (Piemonte)"
23.90,45,288,Warm Goat Cheese and Carmelized Onion Tart
21.30,46,289,"Clos Pegase Hommage, 1994, Napa"
21.00,46,290,Smoked Salmon. Thinly sliced...Pumpernickle Toast
21.70,46,291,Roast Pork Lo Mein
21.30,46,292,Fresh Samanthas Juices ... 3.25
24.80,46,293,Chicken w. Mixed Veg
14.00,47,294,"Specialty Sandwiches: Grilled Portobello Mushrooms: Slow Roasted Tomato, Caramelized Onions, Roasted Sweet Peppers, Sautéed  Spinach & Pesto on Black Bread"
8.70,47,295,"Kendall-Jackson Buckeye Vineyard, Cabernet Sauvignon, Alexander Valley, USA 1996"
9.50,47,296,Salmon Fillet with Chinese Fruit Sauce or Fragrant Seafood Sauce. With Sugar Snap Peas and Jasmine Rice
10.60,47,297,Sea sCALLOPS
19.90,47,298,111- Moet & Chandon Brut Imperial N/V
29.70,48,299,"212- Greco di Tufo 1999, Feudi di San Gregorio (Campania)"
27.20,48,300,"Montepulciano, Masciarelli"
26.90,48,301,Irish Cream Italian Soda
22.00,48,302,Bricco Manzoni 1996
22.20,48,303,San Francisco Cioppino - fish and shellfish stew with Maya shrimp & Crostino
19.00,48,304,Strawberry Mineral Water
22.70,49,305,"Les Terrasses 1998, Palacios (Priorat)"
28.30,49,306,Steamed Vegetables
19.70,49,307,Assorted Teas
15.40,49,308,"Crispy Yellowfin Tuna - with roasted asparagus, greenmarket spring beans, warm tomato vinaigrette and shaved bottarga"
18.50,49,309,miso marinated spanish mackerel with shiso rice and pickled cucumbers
16.70,49,310,"Barolo, Sigillo dAbate Rsv, 1991"
23.60,49,311,Roast Pork w. Mixed Vegetables
13.10,50,312,Six Smoked Fish Assortment
20.10,50,313,"Mas de Gourgonnier, N. Cartier, 1997. (Provence)"
14.90,50,314,House Special Mai Fun
16.20,50,315,Chicken w. Eggplant
17.20,50,316,"Knudsen Erath 1995, Oregon"
14.90,50,317,PENNE WITH A WILD MUSHROOM SAUCE
12.20,50,318,Apple Zinger - apple juice & iced herbal tea
17.80,50,319,Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95
14.80,50,320,"HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables."
13.20,51,321,Whole Roasted Free-Range Chicken with garlic mashed potatoes and seasonal vegetables
19.40,51,322,A glass from our GIANT bottle of Querciabella
14.10,51,323,miso marinated spanish mackerel with shiso rice and pickled cucumbers
12.80,51,324,Redeye Dill Gravlax Salmon
8.20,51,325,Assorted Fruit Topped Danish ...1.60
13.10,51,326,"Chardonnay 1999, Sonoma Cutrer (Russian River)"
12.50,51,327,Thai Red Curry with sauteed Shrimp
13.40,51,328,Beef w. Curry Sauce
12.40,52,329,Roast Pork w. Broccoli in Garlic Sauce
9.80,52,330,Home made Ice Cream
18.30,52,331,Pork Lo Mein
12.50,52,332,Fusilli Al Salmone CORKSCREW PASTA WITH SALMON IN A PINK SAUCE
18.50,52,333,"Insalata Di Gamberi e Avocado SHRIMP WITH AVOCADO, LEMON, HERBS & DRESSING"
15.20,52,334,Red Zinger Iced Herbal Tea
19.40,52,335,Bamboo Steamed Vegetables
20.80,53,336,Ruinart
34.10,53,337,"GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI"
27.70,53,338,Tofu Honey Pie. tofu with Cream Cheese and Blueberry Topping
24.90,53,339,"Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan"
34.30,53,340,Iced coffee or Tea ... 1.50/1.95
22.10,53,341,Grilled Vegetables
32.20,53,342,"Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey"
18.80,54,343,"Cold Lobster Plate: lobster, shrimp & scallops & three vegetable antipasti"
34.70,54,344,Escargots in garlic butter
33.20,54,345,Baked Potato
23.30,54,346,"Beringer 1996, Napa"
33.90,54,347,Lobster Lo Mein
24.50,54,348,Field greens vinaigrette
29.40,55,349,CHILLED BUTTERNUT SQUASH SOUP WITH DILL
26.20,55,350,Haricots Verts frais
24.60,55,351,"TAOS FARMERS STACK a seasonal harvest of roasted and grilled baby & gourmet vegetables, steamed greens and mashed potatoes with a Madiera mushroom gravy **"
21.10,55,352,"Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95"
17.30,55,353,"Merlot, Duckhorn, 1997. (Napa Valley)"
16.80,55,354,"Prosecco di Valdobbiadene Extra Dry N/V, Mionetto DOC (Valdobbiadene)"
23.90,56,355,"Cabernet Sauvignon, Girard, 1996. (Napa Valley)"
21.50,56,356,Evian
15.80,56,357,"Buffalo Chicken Wings, w. Beef Fried Rice"
16.90,56,358,Bife Di Churrasco SHELL CHURRASCO [grilled rump]
25.20,56,359,New York Sirloin Steak
18.90,56,360,Rib Tips w. Garlic Sauce w. French Fries
21.40,57,361,House Special Chow Mein
21.00,57,362,Beef Fried Rice
21.10,57,363,FRIED ARTICHOKES ALLA GIUDEA
24.70,57,364,"Chardonnay, Iron Horse 95"
33.90,57,365,"Muscat, Beaumes de Venise"
22.30,57,366,"213- Riesling 1999, Chateau Montelena (California)"
27.90,57,367,tempura of shrimp and japanese vegetables
22.10,57,368,Asparagus salad with aromatic herbs and egg dressing
29.60,58,369,Chicken w. Bean Curd
15.60,58,370,Baklava
22.50,58,371,Smoked Trout Pate with Croutons
21.40,58,372,"Jean Lallement: Champagne, Pinot Noir, Chardonnay"
27.20,58,373,"Valpolicella, Quintarelli 1993"
27.80,58,374,Baked Potato
22.90,58,375,"Sauvignon Blanc, Babich"
11.40,59,376,Gulf Red Snapper
14.50,59,377,Roast Pork Egg Foo Young
8.40,59,378,"Pouilly Fuisse, Les Chailloux, Philippe Forset, 1998 (Burgundy)"
18.40,59,379,Fresh Iced Oysters
11.00,59,380,Rib Tips w. Garlic Sauce w. Shrimp Fried Rice
16.80,60,381,"Sauvignon Blanc, Goldwater Dog Point, 1999, NZ (Wine Spectator Rating 90)"
17.30,60,382,"Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma)"
10.90,60,383,Wraps: W9  BBQ Chicken Sauteed  Onions & Peppers with a Pico de Gallo Salsa
14.80,60,384,Unfiltered Apple Juice
10.00,60,385,Banana Pie
12.80,60,386,Sanka
27.40,61,387,"Mayacamas 1991, Napa"
21.90,61,388,"Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts"
26.80,61,389,GINGERED SPRING TOMATO BISQUE WITH BABY ROCK SHRIMP 
21.50,61,390,"Chardonnay, Ariel, N.V. 2% alcohol (California)"
20.20,61,391,"Half 2 lb Maine Lobster shrimp & scallops, accompanied with a selection of any four vegetables from our Antipasto Bar"
23.80,61,392,"2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles)"
29.70,62,393,"Sauvignon Blanc Babich, 1997, New Zealand"
17.60,62,394,Soda (Can)
21.80,62,395,Cherries
24.50,62,396,"Big Muffins: Honey Raisin, Blueberry,  Banana Nut, Carrot, Cranberry, Orange, Corn, Apple Cinnamon, Raisin, Lemon, Almond,Chocolate Chip"
31.80,62,397,"Botrytised Semillon, Chalk Hill (1/2 bot.) 94"
8.50,63,398,"Sauvignon Blanc, Chateau Souverain"
16.30,63,399,Green Salad
16.50,63,400,"Fleurie, Clos de la Roilette, 1999. (Beaujolais)"
8.50,63,401,"Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina)"
8.80,63,402,Baby Back Pork Ribs
14.90,63,403,"Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable."
18.80,63,404,Roast Pork Mei Fun
13.40,63,405,Bisque de Homard
13.10,63,406,"Macon Villages, Bourdon V. Vignes  1996"
20.10,64,407,Creamed Spinach
18.90,64,408,Young Chow Fried Rice
27.40,64,409,Fried Scallops (10) w. Beef Fried Rice
20.40,64,410,"Chianti Classico, Remole, Frescobaldi"
24.00,64,411,"SAUTEED ARTICHOKE WITH BASIL Artichoke, Tomato and Soy Protein in a Black Bean Sauce Seasoned with Basil (Taro Spring Roll, Brown Rice)"
21.40,64,412,Zwetschgenwasser
24.40,64,413,"Pinot Noir Saintsbury Garnet, 1996, Carneros"
