price_Item;restaurant_Id;ID;Name_Item;error
2180;176;1177;Beef w. Pepper & Tomatoes;
3180;41;262;Beef w. Pepper & Tomatoes;
2050;215;1413;Beef w. Scallions;
1930;308;2031;Beef w. Snow Pea Pods;
1430;390;2556;Beef w. Snow Pea Pods;
3270;33;218;Beefeater Gin;
2750;283;1869;Beefeater Gin;
2690;330;2176;Beefeater Gin;
2580;371;2434;Beefeater Gin;
3350;141;939;Beefeater Gin;
2080;420;2759;Beefeater Gin;
3590;343;2253;Beefsteak Tomato and Mozzarella;
2510;86;555;Beefsteak Tomato and Mozzarella;
2330;54;346;Beringer 1996, Napa;
2100;41;260;Beringer 1996, Napa;
2220;348;2292;BEVERLYS LEMON CRUMB CAKE;
1120;119;802;BEVERLYS LEMON CRUMB CAKE;
3240;299;1973;BEVERLYS LEMON CRUMB CAKE;
1800;43;274;Bife Di Churrasco SHELL CHURRASCO [grilled rump];
2360;162;1087;Bife Di Churrasco SHELL CHURRASCO [grilled rump];
1690;56;358;Bife Di Churrasco SHELL CHURRASCO [grilled rump];
1310;143;953;Bife Di Churrasco SHELL CHURRASCO [grilled rump];
1340;63;405;Bisque de Homard;
1730;20;138;Bisque de Homard;
2290;337;2218;Bistec Milanese STEAK MILANESE;
1390;380;2495;Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE;
1870;387;2534;Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE;
1020;161;1076;Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE;
2470;12;79;Bistecca Alla Fiornentina (House Specialty)  (For Two), 48 0z prime porterhouse, arugula salad & aged balsamic- per person;
2750;269;1774;Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE;
3260;373;2451;Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE;
2090;235;1543;Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE;
2850;270;1780;Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE;
2610;209;1375;Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE;
2890;183;1223;Bittersweet and white chocolate cream with fresh fruit sauce;
2300;30;194;Black & White Bean Soup with Spicy Shrimp Quesadilla;
2050;346;2274;Black & White Bean Soup with Spicy Shrimp Quesadilla;
1790;10;68;BLACK BEAN SOUP, WITH OLD & NEW - FASHIONED ACCOMPANIMENTS;
2130;268;1763;Blackberry Italian Soda;
2270;138;921;Blackened Chicken Caesar Salad;
2580;6;44;Blackened Chicken Sandwich;
2860;265;1749;Blackened Chicken Sandwich;
3550;306;2015;Blackened Chicken Sandwich;
3240;414;2714;Bloody Mary;
2260;262;1721;Blueberry  or Apple Crumb Cake ...1.75;
1470;253;1670;Blueberry  or Apple Crumb Cake ...1.75;
2850;216;1419;Blueberry  or Apple Crumb Cake ...1.75;
1660;407;2667;Blueberry Tart;
3420;246;1623;Bluefish;
2080;273;1802;Bluefish;
2350;303;1998;Bluefish;
1950;39;248;Bluefish. Also available baked with Mustard Sauce;
3390;204;1349;Bollinger;
1320;14;98;Boneless Bar-B-Q Spare Ribs;
2120;405;2655;Boneless Bar-B-Q Spare Ribs;
3260;348;2293;Boneless Spare Ribs;
2620;254;1678;Boneless Spare Ribs;
2010;398;2605;Bonny Doon Riesling Pacific Rim 1995, Calif.;
1160;170;1137;Bonny Doon Riesling Pacific Rim 1995, Calif.;
970;406;2663;Bonny Doon Riesling Pacific Rim 1995, Calif.;
2160;413;2706;Boston Cream Pie;
2080;96;631;Boston Cream Pie;
3180;62;397;Botrytised Semillon, Chalk Hill (1/2 bot.) 94;
900;142;947;Bouillabaisse;
2540;120;814;Bourgogne Blanc, Poncet 1994;
3420;300;1978;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
2840;418;2748;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
2140;287;1901;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
2010;65;419;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
3300;177;1183;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
2160;279;1840;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
1970;2;17;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;
2340;94;614;Brandade de Morue;
3190;395;2592;BRANDADE DE MORUE. GARLIC MASHED POTATOES AND CODFISH GRATINEE;
2560;242;1597;Brandy Alexander: Brandy, Cream, Creme de Cacao;
3040;344;2259;Brandy Alexander: Brandy, Cream, Creme de Cacao;
3760;369;2423;Breganze de Breganze, Maculan;
3330;34;226;Breganze de Breganze, Maculan;
950;408;2676;Breganze de Breganze, Maculan;
2980;284;1873;Bricco Manzoni 1993, Manzoni (Piemonte);
2320;45;287;Bricco Manzoni 1993, Manzoni (Piemonte);
1200;345;2271;Bricco Manzoni 1993, Manzoni (Piemonte);
2200;48;302;Bricco Manzoni 1996;
2850;6;38;Brie;
850;67;427;Brie;
2800;104;686;Broccoli Rabe;
1920;85;547;Broccoli Rabe;
2680;272;1796;Broccoli Rabe;
1940;2;19;Broccoli w. Mushrooms;
3060;226;1482;Broccoli w. Snow Pease & String Bean;
1870;368;2415;Broccoli w. Snow Pease & String Bean;
1690;123;831;Bronx: Gin, Dry & Sweet Vermouth, OJ & Bitters;
1110;292;1929;Brown Rice;
3270;34;223;Brundlmayer: Austria, Pinot Noir, Pinot Blanc;
2310;65;418;Brundlmayer: Austria, Pinot Noir, Pinot Blanc;
2770;148;985;Brundlmayer: Austria, Pinot Noir, Pinot Blanc;
2270;124;842;Brunello Di Montalcino, Altesino 1993 DOCG (Tuscany);
1810;31;198;Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany);
3870;355;2334;Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany);
2240;358;2351;Bruschetta Toscana (House Specialty) grilled crostone, Novarigo goat cheese, tomatoes & basil;
2130;216;1417;Buffalo Chicken Wings;
2820;354;2326;Buffalo Chicken Wings;
3530;343;2250;Buffalo Chicken Wings;
2880;159;1067;Buffalo Chicken Wings;
1580;56;357;Buffalo Chicken Wings, w. Beef Fried Rice;
3640;218;1434;Buffalo Chicken Wings, w. French Fries;
3530;238;1568;Buffalo Chicken Wings, w. French Fries;
1510;363;2378;Buffalo Chicken Wings, w. Pork Fried Rice;
2760;263;1732;Buffalo Chicken Wings, w.Chicken Fried Rice;
2670;34;222;Buffalo Chicken Wings, w.Chicken Fried Rice;
2180;75;480;Burger;
3450;218;1429;Burger;
1860;152;1014;Burger;
2020;401;2628;Butterfly Shrimp w. Bacon;
2300;20;139;Butterfly Shrimp w. Bacon;
2420;373;2453;Butterfly Shrimp w. Bacon;
2580;181;1210;By the bottle: Benziger, Chardonnay, Carneros, USA 1999;
2690;326;2148;By the bottle: Benziger, Chardonnay, Carneros, USA 1999;
2470;214;1402;By the bottle: Benziger, Chardonnay, Carneros, USA 1999;
2710;153;1019;By the bottle: Benziger, Chardonnay, Carneros, USA 1999;
3240;157;1054;Byron, Pinot Noir, Santa Maria Valley, USA 1997;
2250;78;498;Byron, Pinot Noir, Santa Maria Valley, USA 1997;
3010;90;581;Byron, Pinot Noir, Santa Maria Valley, USA 1997;
1720;281;1853;C Bar Brazilian Red Snapper Fillet. Cooked with Coconut and Cilantro;
1960;233;1532;CABERNET OF EGER 93, Lauder/Lang Vineyards;
960;68;436;CABERNET OF EGER 93, Lauder/Lang Vineyards;
2750;114;765;CABERNET OF EGER 93, Lauder/Lang Vineyards;
2880;378;2480;CABERNET OF EGER 93, Lauder/Lang Vineyards;
2480;343;2252;Cabernet Sauv. Geyser Peak, 1995, Sonoma;
2980;13;88;Cabernet Sauvignon Cuvee Alexandre, Casa Lapostole, Rapel Valley, Chile 1998;
1770;79;511;CABERNET SAUVIGNON, ALTAMURA 94;
2930;274;1806;Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina);
2320;233;1529;Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina);
850;63;401;Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina);
3330;353;2324;CABERNET SAUVIGNON, Briarcrest, Clos Du Bois;
2850;216;1416;CABERNET SAUVIGNON, Briarcrest, Clos Du Bois;
2460;329;2169;Cabernet Sauvignon, Cask 23, Stags Leap, 1987. (Napa Valley);
2920;396;2595;Cabernet Sauvignon, Domaine St. George;
1750;367;2408;Cabernet Sauvignon, Domaine St. George;
2550;325;2142;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);
2010;66;420;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);
2760;311;2046;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);
1450;409;2681;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);
2790;294;1943;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);
2780;210;1380;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);
1300;126;852;Cabernet Sauvignon, Girard, 1996. (Napa Valley);
2390;56;355;Cabernet Sauvignon, Girard, 1996. (Napa Valley);
2870;107;709;Cabernet Sauvignon, Girard, 1996. (Napa Valley);
2200;113;756;Cabernet Sauvignon, Girard, 1996. (Napa Valley);
2880;194;1288;CABERNET SAUVIGNON, JORDAN 93;
2830;20;137;Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma);
1730;60;382;Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma);
2810;347;2283;Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma);
2260;225;1479;Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma);
2540;177;1181;Cabernet Sauvignon, Phiippe Lorraine;
2160;411;2697;Cabernet Sauvignon, Phiippe Lorraine;
1070;318;2094;Cabernet Sauvignon, Rabbit Ridge;
1570;82;532;Cabernet Sauvignon, Rabbit Ridge;
1630;118;800;Cabernet Sauvignon, River Oaks;
1960;358;2352;Cabernet Sauvignon, River Oaks;
2774;43;277;CABERNET SAUVIGNON, Rutherford, Beaulieu;
1620;182;1215;CABERNET SAUVIGNON, Rutherford, Beaulieu;
2010;86;556;CABERNET SAUVIGNON, Rutherford, Beaulieu;
1540;345;2267;CABERNET SAUVIGNON, Rutherford, Beaulieu;
2080;69;445;Cabernet Sauvignon, Seven Oaks, J. Lohr;
1610;95;622;Cabernet Sauvignon, Seven Oaks, J. Lohr;
860;222;1457;Cabernet Sauvignon/Merlot, Heges, 1998. (Washington);
2630;314;2069;Cabernet Sauvignon/Merlot, Heges, 1998. (Washington);
2930;285;1881;Cabernet Sauvignon-Sangiovese, Firebreak, Shafer, 1997. (Napa Valley);
3310;275;1814;Cabernet, Pedroncelli;
2480;347;2287;Cabernet, Pedroncelli;
2950;229;1505;Caesar Salad;
2000;19;133;Caesar Salad;
2270;112;752;Caesar Salad with Cajun Shrimp. Fresh Romaine tossed with Ceasar Drissing, Croutons;
2410;269;1769;CAJUN FRIED POPCORN SHRIMP, with Creole Sauce;
2990;328;2159;CAJUN FRIED POPCORN SHRIMP, with Creole Sauce;
2210;351;2308;CALABRIA PEPPERONI mozzarella & tomatoes;
1680;266;1753;CALABRIA PEPPERONI mozzarella & tomatoes;
2220;245;1617;Calabria Pizza - pepperoni, mozzarella & tomato;
2260;360;2364;Calamari Fritti FRIED SQUID;
2320;410;2688;Calamari Salad;
2010;81;523;Calamari. Regular or Spicy;
3790;377;2473;Calamari. Regular or Spicy;
1540;253;1671;Calamari. Regular or Spicy;
2180;73;467;Calvados Busnel Hors dAge;
3390;364;2386;Calvados Busnel Hors dAge;
870;123;833;Calvados Busnel VSOP;
930;339;2228;Calvados Busnel VSOP;
3140;329;2167;Calvados Busnel VSOP;
2750;184;1233;Calvados Cocktail: Calvados, OJ, Triple Sec, Orange Bitters;
3050;150;1003;Calvados Cocktail: Calvados, OJ, Triple Sec, Orange Bitters;
3890;377;2474;Camembert;
2140;318;2089;Camembert;
2060;140;936;Canadian Club;
1520;390;2554;Canned Soda ... ..90;
3420;263;1733;Canned Soda ... ..90;
1580;302;1987;Canned Soda ... ..90;
950;170;1139;Canoe Ridge, Merlot, Columbia Valley, USA 1997;
1920;116;786;Canoe Ridge, Merlot, Columbia Valley, USA 1997;
2420;188;1253;Canoe Ridge, Merlot, Columbia Valley, USA 1997;
3060;392;2571;Canoe Ridge, Merlot, Columbia Valley, USA 1997;
1510;386;2528;Capellini Frutti Di Mare ANGEL HAIR WITH SEAFOOD & TOMATO SAUCE;
2270;38;243;Capellini Frutti Di Mare ANGEL HAIR WITH SEAFOOD & TOMATO SAUCE;
1860;80;515;Capellini Primavera ANGEL HAIR WITH MIX VEGETABLES;
2940;153;1026;Capellini Primavera ANGEL HAIR WITH MIX VEGETABLES;
2660;320;2104;CAPESANTE IN CROSTA DI ERBE AROMATICHE;
2650;6;43;CAPPELLACCI DI FORMAGGIO large cheese ravioli, prosciutto & sage;
3390;326;2143;Cappuccino;
2430;303;1997;Cappuccino;
3010;93;603;Cappuccino;
1790;248;1638;Cappuccino;
2260;202;1334;Cappuccino;
2660;104;688;Cappuccino;
3010;287;1899;Cappuccino/Mochachino/Caffe Latte/Vafe Au Lait ... 2.00 ... 2.95 ... 3.25;
1270;126;850;Cappucino;
2370;9;61;Cappucino;
2400;382;2503;Caramelized Pineapple & Spiced Cake, Macadamia Nut, Crumble Ginger Ice Cream;
1360;131;882;Caramelized Sweetbread Tartlette with Black Truffles & Onions;
2300;91;592;Caramelized Sweetbread Tartlette with Black Truffles & Onions;
2230;330;2180;Carrot Cake;
2830;164;1096;Carrot Cake;
2690;410;2683;Carrot Cake;
3170;192;1276;Carrot Cake;
3140;220;1441;Carrot Cake Square;
2080;370;2431;Carrot Cake Square;
2300;250;1647;Carrot Cake Square;
2960;178;1192;CASSOULET, J.J. Rachou recipe;
3040;334;2199;CASSOULET, J.J. Rachou recipe;
2090;422;2774;CAVIAR with Chopped Egg;
1420;118;797;Caymus Special Select, 1994;
1900;203;1342;Caymus Special Select, 1994;
3060;343;2251;Caymus Special Select, 1994;
1260;156;1040;Caymus Special Select, 1994;
3070;192;1272;Chablis / ER Cru Fourchaume, J-M Brocard, 1997 (Burgundy);
2220;335;2204;Chablis Premier Cru, Fourchaume 1996;
2960;329;2171;Chablis Premier Cru, Fourchaume 1996;
2150;81;524;CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96;
2400;229;1502;CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96;
1950;217;1427;CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96;
3660;348;2294;Chalk Hill Chardonnay, 1995, Chalk Hill;
2880;86;559;Chalk Hill Chardonnay, 1995, Chalk Hill;
3030;178;1185;Chamomile Tea;
1900;302;1989;Champagne;
2810;410;2686;Champagne;
2120;320;2106;Champagne Apertifs;
1850;305;2014;Champagne Apertifs;
1910;102;673;Champagne Cassis (Kir Royale) aperitif;
2500;250;1646;Champagne Cocktail: Champagne, Sugar Cube, Bitters;
1920;289;1910;Champagne Cocktail: Champagne, Sugar Cube, Bitters;
2750;325;2137;Champagne Cocktail: Champagne, Sugar Cube, Bitters;
2590;263;1731;Champagne Cocktail: Champagne, Sugar Cube, Bitters;
2110;32;209;Champagne Fraises des Bois aperitif;
1000;205;1353;CHAMPAGNE, PIPER HEIDSIECK NV;
2040;418;2745;Charcoal grilled angus beef tenderoin medallions on a fingerlin potato crouton, cabernet, white truffle laced sauce.  Twenty Seven;
890;253;1667;Chard;
2180;422;2777;Chard;
1310;51;326;Chardonnay 1999, Sonoma Cutrer (Russian River);
1010;367;2409;Chardonnay, Ariel, N.V. 2% alcohol (California);
2150;61;390;Chardonnay, Ariel, N.V. 2% alcohol (California);
2750;263;1729;Chardonnay, Ariel, N.V. 2% alcohol (California);
2290;369;2421;Chardonnay, Ariel, N.V. 2% alcohol (California);
2070;308;2030;Chardonnay, Carneros, Beaulieu;
1960;150;1004;Chardonnay, Carneros, Beaulieu;
2690;212;1389;CHARDONNAY, COSTELLO 96;
2330;163;1090;CHARDONNAY, ECHELON, CALIFORNIA 97;
2990;321;2113;Chardonnay, Edna Valley Vineyard, 1999, (California);
1870;248;1636;Chardonnay, Edna Valley Vineyard, 1999, (California);
1880;40;258;Chardonnay, Estancia Estates 1996 (Monterey);
2060;170;1138;Chardonnay, Estancia Estates 1996 (Monterey);
3350;177;1180;Chardonnay, Estancia Estates 1996 (Monterey);
3350;168;1130;Chardonnay, Estancia Estates 1996 (Monterey);
2660;417;2739;Chardonnay, Estate Bottled, Beringer;
910;175;1168;Chardonnay, Estate Bottled, Beringer;
2050;231;1519;Chardonnay, Glass Mountain;
2470;4;31;Chardonnay, Glass Mountain;
2910;91;591;Chardonnay, Glass Mountain;
1990;265;1748;Chardonnay, Glass Mountain;
1480;81;525;Chardonnay, Hess Select, 1999, (California);
2880;232;1521;Chardonnay, Iron Horse 95;
2470;57;364;Chardonnay, Iron Horse 95;
1980;23;157;Chardonnay, Iron Horse 95;
3070;364;2390;Chardonnay, Jordan 95;
2440;393;2576;Chardonnay, Kendall-Jackson 1997 (Sonoma);
3450;328;2162;Chardonnay, Les Pierres, Sonoma-Cutrer, 1998 (Sonoma);
2680;174;1163;Chardonnay, Les Pierres, Sonoma-Cutrer, 1998 (Sonoma);
2800;260;1712;Chardonnay, Lindemans Bin 65;
2200;309;2038;Chardonnay, Lindemans Bin 65;
2260;89;571;Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey;
1000;143;958;Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey;
3220;53;342;Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey;
2120;324;2128;Chardonnay, Markham;
1740;81;522;Chardonnay, Markham;
3500;285;1885;Chardonnay, Mont St. Vincent;
980;143;959;Chardonnay, Mont St. Vincent;
2450;96;626;Chardonnay, Reserve St. Martin, 1999, (vin de pays doc);
2540;304;2000;Chardonnay, Reserve St. Martin, 1999, (vin de pays doc);
2660;250;1651;Chardonnay, Riverstone, J. Lohr;
1950;264;1735;Chardonnay, Riverstone, J. Lohr;
3350;164;1098;Chardonnay, Riverstone, J. Lohr;
1680;304;2002;CHARDONNAY, Russian River, Sonoma Cutrer;
1830;124;840;Chargrilled Burger with Roquefort Cheese & Shoestrings;
2380;238;1570;Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen;
2760;105;693;Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen;
1500;123;832;Chargrilled Rack of Lamb with Fried Green Tomatoes;
2540;271;1790;Chargrilled Rack of Lamb with Fried Green Tomatoes;
2100;238;1573;Charles Heidsieck;
3350;233;1531;Charles Heidsieck;
2270;174;1164;Charles Heidsieck;
1790;327;2153;Charles Heidsieck;
2760;352;2313;Charles River Pie;
2190;336;2213;Charles River Pie;
3150;417;2735;Chateau Beau-Site, Cru Bourgeois, St. Estephe, France 1996;
2310;172;1148;Chateau Beau-Site, Cru Bourgeois, St. Estephe, France 1996;
2120;287;1900;Chateau Montelena, 1995, Napa;
2920;287;1897;Chateau Olivier, Grand Cru Classe De Graves 1995 (Bordeaux);
2410;328;2158;Chateau Olivier, Grand Cru Classe De Graves 1995 (Bordeaux);
1520;85;551;Chateauneuf du Pape La Nerthe, 1995;
3400;397;2599;Chateauneuf Du Pape, Vieux Mas Des Papes 1996 (Rhone);
2660;217;1425;Chateauneuf-du-Pape, Chateau Mont-Redon, Rhone, France 1998;
2450;344;2262;Chateauneuf-du-Pape, Chateau Mont-Redon, Rhone, France 1998;
3390;207;1361;Chateauneuf-du-Pape, Chateau Mont-Redon, Rhone, France 1998;
1940;13;87;Chateauneuf-du-Pape, Chateau Mont-Redon, Rhone, France 1998;
2500;311;2047;Chateauneuf-du-Pape, L. Barrot, 1997. (Rhone);
2250;418;2744;Chateaux Pradeaux: Bandol, Mouvedre, 03;
2040;405;2656;Chateaux Pradeaux: Bandol, Mouvedre, 03;
3200;220;1448;Cheddar Cheeseburger;
2700;159;1063;Cheddar Cheeseburger;
2470;264;1737;Cheddar Cheeseburger;
2100;350;2303;Cheese Danish ...1.60;
2560;254;1674;Cheese Danish ...1.60;
1510;197;1304;Cheese Danish ...1.60;
3050;150;1006;Cheese Omelette WITH MOZZARELLA AND AMERICAN CHEESE;
1560;199;1318;Cheese Omelette WITH MOZZARELLA AND AMERICAN CHEESE;
3500;279;1842;Cheese Plate;
1380;110;732;Cheeseburger;
1910;154;1028;Cheeseburger;
2000;421;2769;Cheesecake Sorbet with fresh berries and strawberry coulis;
2820;19;129;Cheesecake Sorbet with fresh berries and strawberry coulis;
1790;401;2630;Cheesecake Sorbet with fresh berries and strawberry coulis;
3130;403;2641;Cheesecake Sorbet with fresh berries and strawberry coulis;
2630;15;103;Chef Salad, Fresh Roasted Turkey, Ham, Cheese and Egg over Our Crisp Garden Salad ... 5.95;
1260;109;725;Chef Salad: Swiss and Cheddar Cheeses, Turkey Breast, Roast Beef, Ham, Lettuce, Choice of Dressing;
4100;411;2691;Chef Thomas Spicy Seafood Risotto Flavored With Fennel;
2840;178;1190;Chef Thomas Spicy Seafood Risotto Flavored With Fennel;
2290;102;672;Chenin Blanc, Pine Ridge, 1999 (Napa Valley);
2200;361;2369;Chenin Blanc, Pine Ridge, 1999 (Napa Valley);
2820;93;609;Chenin Blanc, Pine Ridge, 1999 (Napa Valley);
2370;424;2785;Cherries;
2180;62;395;Cherries;
1520;100;653;Cherries;
2040;286;1892;Cherry Italian Soda;
2370;128;864;Cherry Italian Soda;
3530;297;1960;Cherrystone Clams. Six on the half shell...with any of the Littleneck garnishes;
2130;415;2720;Cherrystone Clams. Six on the half shell...with any of the Littleneck garnishes;
920;247;1626;Chianti Classico Fonterutoli, 1995;
2980;320;2105;Chianti Classico Fonterutoli, 1995;
3430;223;1463;Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997;
3360;374;2455;Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997;
1890;29;188;Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997;
2060;70;451;Chianti Classico Riserva, Villa Antonori 1995 (Tuscany);
2140;160;1074;Chianti Classico, Remole, Frescobaldi;
1170;99;650;Chianti Classico, Remole, Frescobaldi;
2040;64;410;Chianti Classico, Remole, Frescobaldi;
2230;214;1408;Chianti Classico, Riserva 1997, Felsina Rancia (Toscana);
1570;10;72;Chianti Classico, Riserva 1997, Felsina Rancia (Toscana);
3110;269;1768;Chianti Classico, Riserva 1997, Felsina Rancia (Toscana);
2150;22;150;Chianti, Castello di Farnetella;
2370;235;1551;Chicken Breast;
1800;228;1496;Chicken Caesar, Grilled Breast of Chicken over our Caesar Salad ... 5.95;
2960;356;2338;Chicken Chop Suey;
2950;16;113;Chicken Chop Suey;
1600;155;1034;Chicken Chop Suey;
2520;294;1941;Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95;
2110;55;352;Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95;
2290;301;1986;Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95;
2240;389;2546;Chicken Egg Foo Young;
2020;79;512;Chicken Finger;
1660;14;92;Chicken Finger;
3080;239;1576;Chicken Finger;
1480;8;53;Chicken Fried Rice;
1700;135;903;Chicken Fried Rice;
3170;374;2456;Chicken Liver and Foie Gras Mousse with red onion confit and grilled country bread;
1950;334;2198;Chicken Liver and Foie Gras Mousse with red onion confit and grilled country bread;
2460;12;85;Chicken Liver Toast;
3290;271;1785;Chicken Liver Toast;
2840;177;1182;Chicken Liver Toast;
2110;278;1831;Chicken Mai Fun;
2720;124;841;Chicken Mulligatawny;
1340;386;2527;Chicken Mulligatawny;
2160;42;271;Chicken Mulligatawny;
2910;86;557;Chicken Noodle Soup;
1880;203;1340;Chicken Paillard - Chimichurri sauce, string beans, and potatoes;
2480;83;542;Chicken Piccata;
2010;312;2054;Chicken Quesadilla  8.50;
2140;36;238;Chicken Quesadilla  8.50;
920;346;2275;Chicken Quesadilla  8.50;
3130;176;1176;Chicken Quesadilla  8.50;
1920;107;712;Chicken Rice Soup;
2920;204;1350;Chicken Vegetable & Rice Soup;
2960;58;369;Chicken w. Bean Curd;
2250;158;1057;Chicken w. Bean Curd;
2480;286;1891;Chicken w. Bean Curd;
2600;25;166;Chicken w. Bean Curd;
1120;67;433;Chicken w. Broccoli in Garlic Sauce;
2050;247;1625;Chicken w. Cashew Nuts;
1660;26;171;Chicken w. Cashew Nuts;
3790;319;2101;Chicken w. Chinese Vegetable;
2420;25;164;Chicken w. Chinese Vegetable;
3940;416;2733;Chicken w. Curry Sauce;
1620;50;315;Chicken w. Eggplant;
2820;189;1259;Chicken w. Garlic Sauce;
2060;15;107;Chicken w. Garlic Sauce;
1460;82;527;Chicken w. Garlic Sauce;
2110;83;539;Chicken w. Garlic Sauce;
2280;406;2660;Chicken w. Lobster Sauce;
2440;230;1513;Chicken w. Mixed Veg;
2550;220;1447;Chicken w. Mixed Veg;
2480;46;293;Chicken w. Mixed Veg;
1960;348;2291;Chicken w. Pepper & Tomato;
1780;188;1255;Chicken w. Snow Pea Pods;
3600;414;2717;Chicken w. Snow Pea Pods;
2760;223;1467;Chicken Yaga Mein;
1010;108;716;Chicken Yaga Mein;
2910;162;1081;Chicken, Broccoli and Ziti;
3400;403;2643;CHILE RELLENOS two whole Hatch, N.M. green chiles stuffed with white cheddar cheese, corn and fresh cilantro, dipped in a beer batter and fried to a crisp golden brown floated on a choice of red or green chile and garnished with sour cream and corn salsa served with pinto beans and steamed Basmati rice;
2510;122;825;CHILLED BUTTERNUT SQUASH SOUP WITH DILL;
2850;235;1550;CHILLED BUTTERNUT SQUASH SOUP WITH DILL;
2120;147;981;CHILLED BUTTERNUT SQUASH SOUP WITH DILL;
2940;55;349;CHILLED BUTTERNUT SQUASH SOUP WITH DILL;
2140;155;1039;Chilled Calamari and Shrimp;
3510;297;1955;Chilled Poached Salmon Served with Watercress Dressing;
1840;392;2572;Chimay;
2670;36;233;China Black Iced Tea;
1970;82;528;China Black Iced Tea;
3010;117;790;China Black Iced Tea;
1920;223;1461;China Black Iced Tea;
2480;415;2722;China Black Iced Tea;
2480;218;1433;Chocolate  Velvet;
1810;154;1031;Chocolate Milk ... 1.50;
2270;272;1795;Chocolate Milk ... 1.50;
3180;145;964;Chocolate Mousse;
2860;117;792;Chocolate Mousse;
2280;225;1478;CHOCOLATE PEANUT BUTTER-CANDY BAR MOUSSE CAKE;
1950;96;630;Chocolate Pecan Bar;
1660;115;777;Chocolate Raspberry Cake;
1900;251;1659;Chocolate Raspberry Cake;
1060;405;2651;Chocolate Raspberry Cake;
2610;28;182;Chocolate Raspberry Cake;
2830;411;2692;Chocolate Raspberry Cake;
1870;179;1199;Chocolate Raspberry Cake;
1560;205;1352;Chow Gai Kew (Chicken) Deep fried chicken w. Chinese vegetables;
3110;237;1559;Chow Har Kew (Shrimp) Deep fried shrimp w. Chinese Vegetables.;
2930;403;2640;Chow Har Kew (Shrimp) Deep fried shrimp w. Chinese Vegetables.;
3066;45;286;Christers Champagne Cocktail with Black Currant Sorbet;
